TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
706,706,100.0000,704,99.7167,2,261831,198899,75.9646

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,U R N G - MAIZ,TODOS,WINAQ,CABAL,UNE,P A N,VICTORIA,VAMOS,PIN,PHG,CREO,VALOR UNIONISTA,MLP,ELEFANTE,UR,CAMBIO,PODEMOS,SEMILLA,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
9497,"Sololá",7,"Panajachel",10,1177,400,18,2,23,20,20,1,18,36,1,9,5,15,27,4,2,0,4,13,0,18,7,1,244,51,15,310,0,310,1,400,89,244,310,310,,1,54ab8a8209a98a885b1f164e38129f86767b3c0f18b80f254350bdf902a754a6,26/06/2023 00:19:47,ESCANER
9498,"Sololá",7,"Panajachel",10,1177,400,22,2,21,21,16,4,14,35,0,9,1,17,26,0,0,0,2,22,3,15,4,2,236,61,19,316,0,316,--,400,84,236,316,316,Algún campo sin dato,1,edf40741717c579493e3577240a1d1062dcfc22bda8b2c647827f7a58320f6a6,26/06/2023 01:11:56,ESCANER
9499,"Sololá",7,"Panajachel",10,1177,400,21,1,33,19,18,1,14,34,1,11,3,11,19,3,1,0,2,16,3,21,5,0,237,52,18,307,0,307,--,400,93,237,307,307,Algún campo sin dato,1,fd3c0a17d8e9fc33305a5c442588a7298a0c8412a4013e9592b829ec69eb06e4,25/06/2023 23:26:54,ESCANER
9500,"Sololá",7,"Panajachel",10,1177,400,26,3,18,21,12,0,15,48,0,4,1,13,22,2,1,0,1,16,1,21,2,4,232,56,35,323,0,323,--,387,64,231,322,322,Sumas Asentadas sin cuadrar,1,5254002ea48b61efe8eacfdeb4fed9b3aff71683ee532a997e75de3a0d3e7a87,26/06/2023 00:58:01,ESCANER
9501,"Sololá",7,"Panajachel",10,1177,400,24,3,12,25,24,2,18,42,1,4,2,15,16,1,1,1,1,14,4,18,4,2,234,61,28,323,77,400,--,400,77,234,323,400,Algún campo sin dato,1,0ca577d40bdff5380445a6e2942de2b8344dac84d0be34c6b7df0ee4732d5754,26/06/2023 00:50:33,ESCANER
9502,"Sololá",7,"Panajachel",10,1177,400,29,4,22,23,17,0,12,45,0,4,2,11,27,2,0,0,2,15,5,21,2,0,243,43,23,309,0,309,--,400,91,243,309,309,Algún campo sin dato,1,5ce4252eff80188ccbf54f32b7834897b41845ab4f7d7fc78de2fec574b7fb18,26/06/2023 00:57:57,ESCANER
9503,"Sololá",7,"Panajachel",10,1177,400,22,3,27,18,16,0,10,41,0,11,0,10,20,4,1,0,2,21,0,21,5,1,238,61,20,319,0,319,2,400,79,233,314,314,Sumas Asentadas sin cuadrar,1,5865d64c5f2ae3c8692ef41095fa07f0d548d7743ca2fa769ce8934b492a7bc1,26/06/2023 00:27:58,ESCANER
9504,"Sololá",7,"Panajachel",10,1177,400,28,6,31,14,9,1,15,25,0,11,3,21,24,2,1,0,2,19,4,18,3,1,287,37,12,287,0,287,--,400,113,238,287,287,Sumas Asentadas sin cuadrar,1,49786e04b3e239e0eee5d63a0b4797be8d0358056296ada6cd88eb05abcf6ae4,26/06/2023 01:10:44,ESCANER
9505,"Sololá",7,"Panajachel",10,1177,400,28,8,20,16,17,0,9,45,1,7,1,5,15,1,1,1,1,22,0,19,10,0,227,40,10,277,0,277,--,400,123,227,277,277,Algún campo sin dato,1,779ff60c410e7f366100998cb08c4c4e6cc00d5823d0611a074c42802559cb79,26/06/2023 00:37:21,ESCANER
9506,"Sololá",7,"Panajachel",10,1177,400,25,3,24,16,16,0,18,34,0,8,1,16,18,2,1,0,2,19,2,21,9,2,237,36,13,286,--,287,1,--,--,237,286,286,Sumas Asentadas sin cuadrar,1,209b39668c356efbaa0c5c0ee76ffc5136b7c78dd67f8fae451ce87cb55ff29d,25/06/2023 23:51:43,ESCANER
9507,"Sololá",7,"Panajachel",10,1177,400,26,5,22,26,10,1,14,33,0,8,4,11,18,3,1,0,5,15,2,14,10,3,231,43,14,288,0,288,--,400,112,231,288,288,Algún campo sin dato,1,b247495c0192298ce81b45343728507ac6999e1348b0d250ee99020e6f541eab,25/06/2023 22:51:37,ESCANER
9508,"Sololá",7,"Panajachel",10,1177,400,23,3,23,20,7,2,17,29,1,15,1,16,17,2,2,1,2,27,3,24,7,0,242,37,24,303,0,--,--,400,94,242,303,303,Algún campo sin dato,1,35d6444c5242d03d49b797ed62e06fe31bea4e6f43e53c4c170767c4244d7937,26/06/2023 00:16:58,ESCANER
9509,"Sololá",7,"Panajachel",10,1177,400,21,2,23,22,17,1,16,40,0,9,0,17,24,6,3,0,1,22,2,11,11,3,251,46,20,317,0,317,--,400,83,251,317,317,Algún campo sin dato,1,935228cc369424f395e33daffc824261a8110230a52a5f5961cb0cd4ed1f2f0e,25/06/2023 22:59:57,ESCANER
9510,"Sololá",7,"Panajachel",10,1178,400,28,4,11,29,12,2,13,58,1,13,3,10,20,2,2,0,1,25,4,22,6,0,266,37,16,319,0,319,--,400,81,266,319,319,Algún campo sin dato,1,c63fc42cb9db9835ebded08e3907611508662dfc795879b3703e81a058cd6bb3,26/06/2023 01:43:18,ESCANER
9511,"Sololá",7,"Panajachel",10,1178,400,34,1,13,18,7,0,17,50,1,4,0,19,27,1,2,0,1,8,1,13,7,1,225,50,19,294,0,294,--,400,106,225,294,294,Algún campo sin dato,1,e0cbe588ebd8eb0a820680932cf125d8d3cd2e5411b9d896c8b1218c07385329,26/06/2023 01:22:21,ESCANER
9512,"Sololá",7,"Panajachel",10,1178,400,33,6,20,21,8,0,15,38,0,10,3,12,21,2,0,1,2,17,4,18,13,1,245,37,15,297,0,297,--,400,103,245,297,297,Algún campo sin dato,1,e56c3dd0c2c510b78ac8cf21fd0a50333006ded4611acebece8cee5e9f6fadaa,26/06/2023 01:49:06,ESCANER
9513,"Sololá",7,"Panajachel",10,1178,400,13,5,22,16,13,1,21,42,0,7,3,21,10,0,0,2,0,35,1,10,7,1,230,33,15,278,0,278,--,400,122,230,278,278,Algún campo sin dato,1,6949d46bdaaed1326f7c4f247c2211e09fbe06cb8de34c2749b4af6481056e9b,26/06/2023 02:03:23,ESCANER
9514,"Sololá",7,"Panajachel",10,1179,400,30,5,33,14,11,1,15,29,0,16,4,19,20,2,0,0,0,35,3,14,8,0,259,24,6,289,0,289,--,400,111,259,289,289,Algún campo sin dato,1,3cac4d0702b2a4557a5cd4b42446dc12ddae41b3e9e514c8bd7e571598b44234,26/06/2023 00:00:28,ESCANER
9515,"Sololá",7,"Panajachel",10,1179,400,23,1,20,16,9,1,14,45,2,12,0,17,20,0,0,0,0,48,2,11,7,0,248,33,7,288,0,288,--,400,112,248,288,288,Algún campo sin dato,1,e5e54e044ed1d8b2b258da6d61722dbd6a84d3d7c91ef057c7a2b6e8c08f721e,25/06/2023 23:40:13,ESCANER
9516,"Sololá",7,"Panajachel",10,1179,400,23,6,28,18,6,1,11,49,2,14,2,19,10,1,0,0,1,45,3,17,9,0,265,41,7,313,0,313,--,400,87,265,313,313,Algún campo sin dato,1,c1652f4bdf1226d471eaeca63fabf323869c72287b7d17767d6912ccab8cc9da,26/06/2023 01:02:18,ESCANER
9517,"Sololá",7,"Panajachel",10,1179,400,28,3,24,23,10,0,15,39,0,13,1,14,27,1,2,0,2,53,2,11,6,1,275,26,9,310,0,310,--,400,87,275,310,310,Algún campo sin dato,1,f71fd0b650aecb2b5dd577ac8f35b553cb02156fcd3025da7cf563f45eaea232,26/06/2023 01:45:52,ESCANER
9518,"Sololá",7,"Panajachel",10,1180,204,11,0,14,8,8,0,7,20,0,5,1,7,10,1,0,2,0,16,1,4,0,0,115,17,3,135,0,135,--,204,69,115,135,135,Algún campo sin dato,1,ce2839d2c8abed1e4096441dc21cdf111a7f347e37e464d0303a63b30108e601,25/06/2023 22:06:48,ESCANER
9519,"Sololá",7,"Panajachel",10,1180,204,14,1,9,2,5,0,5,15,0,3,0,6,10,0,1,0,1,6,3,7,2,1,91,15,7,113,0,113,--,204,91,91,113,113,Algún campo sin dato,1,83e4c2549e4005570dc3761baa23505b22ff91502b0255a29b3a1a6f4696c7b9,25/06/2023 22:47:28,ESCANER
9520,"Sololá",7,"Panajachel",10,1181,459,10,1,12,14,8,0,19,30,0,6,4,7,17,2,1,0,0,7,1,7,8,1,150,32,28,210,0,210,--,459,249,155,215,215,Sumas Asentadas sin cuadrar,1,48fc126c4b98dcb5de2a7aff06fda1a607fb47a9e8a4b79abad5ebbd6a400b6f,26/06/2023 00:05:30,ESCANER
9521,"Sololá",7,"Santa Catarina Palopó",11,1182,400,26,0,3,76,58,4,8,9,0,0,0,12,7,2,3,0,2,3,1,18,3,0,235,37,71,343,0,343,--,400,57,235,343,343,Algún campo sin dato,1,2d20a0b227267a3aa1765d2bc0ce97a1c9874c1f408c6d6957e8da960e77476c,25/06/2023 23:38:50,ESCANER
9522,"Sololá",7,"Santa Catarina Palopó",11,1182,400,16,1,11,58,83,3,11,5,0,0,2,9,6,3,0,0,1,1,0,11,0,0,221,34,106,361,0,361,--,400,39,221,361,361,Algún campo sin dato,1,00321ff42d7f7150cd1059d6b4469e54133affb5bfda813f6414d0f95ed24c06,26/06/2023 00:38:51,ESCANER
9523,"Sololá",7,"Santa Catarina Palopó",11,1182,400,11,1,11,65,69,1,16,12,0,3,3,15,6,3,1,2,0,2,0,7,2,1,231,30,84,345,0,345,--,400,55,231,345,345,Algún campo sin dato,1,3ce3552d21bea10f8088abed78eb52c92a728d02359761fb351ee10f98809976,26/06/2023 00:15:52,ESCANER
9524,"Sololá",7,"Santa Catarina Palopó",11,1182,400,21,4,13,72,77,0,6,4,0,1,2,9,2,1,1,0,3,4,1,11,3,1,236,37,78,351,0,351,0,400,49,236,351,351,,1,ddef92bffe28d0fb0c91a4b9875612c5f33071e2a31895a1b45dbbe0df76d8e0,26/06/2023 01:28:49,ESCANER
9525,"Sololá",7,"Santa Catarina Palopó",11,1182,400,25,2,15,67,68,1,5,8,0,3,3,7,2,5,0,0,1,3,3,7,3,0,228,39,51,318,82,400,--,--,--,228,318,400,Algún campo sin dato,1,91a8149a4b9339a7dae0f13e882b377836bd6bc95fb01735ae654776a133e948,25/06/2023 23:20:02,ESCANER
9526,"Sololá",7,"Santa Catarina Palopó",11,1182,400,21,2,12,82,71,0,4,12,0,1,0,14,8,1,0,0,0,8,4,10,3,0,253,52,40,345,0,345,--,400,55,253,345,345,Algún campo sin dato,1,ebf957a12d41d8580342a7366ff2becfe4e99357589b6b3ffdadac484a295e31,26/06/2023 01:53:21,ESCANER
9527,"Sololá",7,"Santa Catarina Palopó",11,1182,368,21,0,14,55,61,3,8,12,0,1,1,7,3,4,0,0,0,8,0,13,5,0,216,49,40,305,0,305,--,368,63,216,305,305,Algún campo sin dato,1,0ce425ab538c51b6ac41a2ef1540eab1b2ac94ca2d774ab51963733992da7702,26/06/2023 00:04:52,ESCANER
9528,"Sololá",7,"Santa Catarina Palopó",11,1182,368,24,4,16,53,76,1,7,8,0,2,1,10,2,1,0,0,1,6,1,15,5,0,233,35,41,309,0,309,--,365,59,233,309,309,Algún campo sin dato,1,7dd37f6eab14af3ea88b4e09d96fe1f17fa419e5c1b0a5ae7b792b14175f43f9,26/06/2023 00:09:11,ESCANER
9529,"Sololá",7,"San Antonio Palopó",12,1183,400,5,1,17,12,47,0,18,47,0,2,2,4,3,4,0,0,0,10,2,11,1,0,186,24,32,242,0,242,--,400,158,186,242,242,Algún campo sin dato,1,7a55b3d827e5e1e548e4d56dbf8299eb7051a7b4deebdf2d9e5532fab3188e5a,25/06/2023 23:04:27,ESCANER
9530,"Sololá",7,"San Antonio Palopó",12,1183,400,6,1,25,26,82,2,12,47,0,0,1,4,2,1,0,0,2,8,1,8,0,1,229,20,65,314,0,314,--,400,86,229,314,314,Algún campo sin dato,1,f8b3b88769131bc1d74750cb188862d14c933a3d5f3e1864b0f6f8138063f574,25/06/2023 23:22:59,ESCANER
9531,"Sololá",7,"San Antonio Palopó",12,1183,400,5,0,18,12,84,1,12,65,0,0,1,8,2,4,0,0,0,2,1,1,1,0,217,21,53,291,0,291,--,403,109,217,291,291,Algún campo sin dato,1,3f66936c8b8594e18add7472da8b286f31fee6565288d23272432cb8ae604986,25/06/2023 22:06:01,ESCANER
9532,"Sololá",7,"San Antonio Palopó",12,1184,400,4,0,15,24,73,1,22,66,0,3,1,12,1,5,0,0,0,4,0,7,1,0,239,19,56,314,0,314,--,400,86,239,314,314,Algún campo sin dato,1,fda45083323506f2ebf42f64ad5dbddfc8ae18e4bfa53fc38228fa54b12d4b8d,26/06/2023 00:27:54,ESCANER
9533,"Sololá",7,"San Antonio Palopó",12,1184,400,3,0,23,22,50,1,18,49,0,0,1,16,3,1,0,0,2,3,1,8,0,0,201,31,63,295,0,295,--,403,108,201,295,295,Algún campo sin dato,1,9bc36312138516d7d551f27a33c02884a0d81b20e8fe873eb9de83836997800d,26/06/2023 00:13:07,ESCANER
9534,"Sololá",7,"San Antonio Palopó",12,1184,400,5,1,38,9,38,0,19,43,0,3,1,10,2,0,1,0,1,7,3,6,3,0,190,30,35,255,0,255,--,400,145,190,255,255,Algún campo sin dato,1,bf5f2fef2501043a78fb8a577c8df97a17440d15e0cab2617b8dc7ef6fb57de3,25/06/2023 23:31:56,ESCANER
9535,"Sololá",7,"San Antonio Palopó",12,1185,293,1,1,38,8,43,0,15,24,0,0,0,12,3,1,0,0,0,8,0,4,0,0,158,18,21,197,0,197,--,293,96,158,197,197,Algún campo sin dato,1,e2af3828f9e30a982e803937584d4bda28947b728d16978b7632bf5d6876e4c6,25/06/2023 22:05:50,ESCANER
9536,"Sololá",7,"San Antonio Palopó",12,1185,292,4,0,32,8,32,0,12,32,0,3,0,4,1,0,0,0,0,3,0,5,1,0,137,17,24,178,0,178,--,292,111,137,178,178,Algún campo sin dato,1,a5a742ec79a9841b42015ed8228a125c5ef4731ecae14b52d7d9042b6e172452,25/06/2023 22:24:51,ESCANER
9537,"Sololá",7,"San Antonio Palopó",12,1186,380,4,5,10,3,40,0,7,63,0,1,2,36,0,1,1,1,1,6,3,10,2,1,197,27,45,269,0,269,--,376,108,197,269,269,Algún campo sin dato,1,53f063a3d0433a8ebc6572fda0f97bd1693543df8421495740c447ae8c73e2cb,26/06/2023 00:13:34,ESCANER
9538,"Sololá",7,"San Antonio Palopó",12,1186,380,3,1,9,1,47,1,16,73,0,0,1,47,1,2,0,3,0,4,2,18,2,1,232,33,29,294,0,294,1,387,89,232,294,294,,1,3344926c78ba43eb6cb08d11b37db9f6a2e3e50670f2f6e1cbdc9d2c00ad5890,26/06/2023 01:05:52,ESCANER
9539,"Sololá",7,"San Antonio Palopó",12,1186,380,2,2,9,3,33,0,14,84,0,1,1,36,1,0,0,0,1,1,1,17,3,1,210,31,44,285,0,285,--,380,95,210,285,285,Algún campo sin dato,1,f152b9cea8cc8e4885046ee403ca400af61e94d2ff02a0ca939beb7bd70e0dfc,26/06/2023 00:23:39,ESCANER
9540,"Sololá",7,"San Antonio Palopó",12,1186,380,9,2,1,4,45,1,22,62,0,0,2,57,2,2,1,0,3,4,2,3,1,--,223,30,39,292,0,292,--,380,88,223,292,292,Algún campo sin dato,1,3cfe4f405326f2c79ea5e579ed026d4cb9d6f69d5e1704ebe22bf8ae2dc9845b,25/06/2023 23:31:46,ESCANER
9541,"Sololá",7,"San Antonio Palopó",12,1186,380,9,1,8,3,45,2,18,59,0,0,2,37,1,2,1,0,1,2,0,12,2,3,208,30,39,277,0,277,--,380,103,208,277,277,Algún campo sin dato,1,90be9d5f7df00946bf55fe6c003f1b646c63e2dcc08f1aff521f54afa2a7039b,25/06/2023 23:12:34,ESCANER
9542,"Sololá",7,"San Antonio Palopó",12,1186,380,7,1,7,7,65,1,17,52,0,0,4,36,2,3,0,0,0,5,0,8,5,1,221,31,36,288,0,288,--,380,92,221,288,288,Algún campo sin dato,1,8dec4904f38034b52f0370cba9d6a3be6c494efaa00fc341bca6973e8542df88,26/06/2023 00:49:26,ESCANER
9543,"Sololá",7,"San Antonio Palopó",12,1186,380,6,0,13,11,76,3,17,58,0,0,4,35,2,0,0,0,1,1,1,7,5,0,240,26,40,306,0,306,--,380,74,240,306,306,Algún campo sin dato,1,9b53ecb151080031cf19c615d7e86192002aa5e1f5108fb3c4d36bfc579bb748,25/06/2023 23:15:08,ESCANER
9544,"Sololá",7,"San Antonio Palopó",12,1186,380,1,0,7,4,75,1,15,63,0,1,3,41,1,2,1,1,0,3,0,11,2,0,232,22,33,287,0,287,--,--,--,232,287,287,Algún campo sin dato,1,9cef869cf77cacbc093dc0ad9127d0e1ecd5271ed5163c25515b6f1045ad2782,25/06/2023 23:22:14,ESCANER
9545,"Sololá",7,"San Antonio Palopó",12,1187,380,6,0,10,4,38,1,14,64,0,0,0,37,1,3,0,0,1,4,0,10,3,1,197,24,11,232,--,--,--,380,148,197,232,232,Algún campo sin dato,1,92ab04e37262669981d4bf23a9c42fc37155bcc1dcd55cb6d9d7f35cf76223b5,26/06/2023 00:36:10,ESCANER
9546,"Sololá",7,"San Antonio Palopó",12,1187,380,4,1,14,4,42,1,8,57,0,0,0,40,1,2,0,0,1,5,0,12,4,0,196,27,22,245,0,245,--,380,135,196,245,245,Algún campo sin dato,1,d14c122e347ff19f4635082090942fc1d12f5ec3999409f5cdfea77ed8d981e9,25/06/2023 23:05:07,ESCANER
9547,"Sololá",7,"San Antonio Palopó",12,1187,380,6,0,15,3,29,0,14,48,0,0,5,30,3,0,0,2,0,7,0,17,6,0,185,17,21,223,--,223,--,380,157,185,223,223,Algún campo sin dato,1,75e175ee187dd4f2f78503da3b7202dd56ea7b1a66882f65a78c687bc37bf655,25/06/2023 23:43:39,ESCANER
9548,"Sololá",7,"San Antonio Palopó",12,1187,380,8,1,13,6,38,0,15,74,0,0,4,47,4,2,0,0,1,10,1,10,4,4,242,17,14,273,0,273,--,380,107,242,273,273,Algún campo sin dato,1,db2250fe43a781904e2fe11da0bda10c76e5a016a0661f58f96af63f1754d63b,26/06/2023 00:59:15,ESCANER
9549,"Sololá",7,"San Antonio Palopó",12,1187,380,7,1,15,4,37,2,19,76,0,0,2,49,2,0,0,0,0,10,1,14,3,4,246,11,18,275,0,275,--,380,103,246,275,275,Algún campo sin dato,1,10587cc06873d4bbc74b3812be1f2f3b9d222d33ba7dd2898596bd1191007329,26/06/2023 00:44:19,ESCANER
9550,"Sololá",7,"San Antonio Palopó",12,1187,247,4,0,6,5,33,0,10,50,0,0,0,27,1,0,1,0,1,4,0,8,2,1,153,10,8,171,--,--,--,247,76,153,171,171,Algún campo sin dato,1,e74e43a0e4d1f52240076bfb08f5998051949c09c3713358ed153d23124ca46c,25/06/2023 22:40:32,ESCANER
9551,"Sololá",7,"San Antonio Palopó",12,1187,247,4,0,11,0,23,0,14,25,0,0,0,26,1,1,0,0,0,9,1,5,5,0,125,9,11,145,0,145,--,247,101,125,145,145,Algún campo sin dato,1,b6caff4675db6e48ddd125b701fb4387a44ef199c4e954df3f7f2fe8c913b640,25/06/2023 22:51:37,ESCANER
9552,"Sololá",7,"San Antonio Palopó",12,1188,257,0,0,5,2,9,0,1,8,0,0,0,5,1,0,0,0,0,5,1,4,1,0,42,7,6,55,0,55,--,257,202,42,55,55,Algún campo sin dato,1,34f77955f4f6fc58f5a6205158a13de61ae931bc707507ca2f074c6ee0bf2ac4,25/06/2023 21:59:44,ESCANER
9553,"Sololá",7,"San Lucas Tolimán",13,1189,400,5,14,10,17,24,0,18,36,0,2,0,21,13,3,1,1,2,9,5,56,8,0,245,35,36,316,0,316,--,400,84,245,316,316,Algún campo sin dato,1,5c0cbdb73067ee10ce7f636354aefc438a0b6d98ab23f002e8b0cbff4e7c8c31,26/06/2023 02:22:59,ESCANER
9554,"Sololá",7,"San Lucas Tolimán",13,1189,400,6,8,15,15,24,0,17,34,1,3,3,28,10,0,1,1,3,6,4,43,11,1,233,56,36,325,0,325,1,401,78,234,326,326,Sumas Asentadas sin cuadrar,1,39ce5f6d2c8ed8b948ab1276da967a74e7afa1337f4efc9e77e849505eeaa906,26/06/2023 02:30:39,ESCANER
9555,"Sololá",7,"San Lucas Tolimán",13,1189,400,4,12,8,8,22,0,8,37,0,6,0,37,18,1,3,0,6,10,0,47,3,1,231,42,43,316,0,316,--,400,84,231,316,316,Algún campo sin dato,1,620dddb9b41b2a8a626a40f57a808a86967667c78e28d2094f31b28d34cdd996,26/06/2023 02:40:16,ESCANER
9556,"Sololá",7,"San Lucas Tolimán",13,1189,400,12,12,15,14,26,0,8,39,1,5,1,21,15,1,2,0,7,13,3,43,8,3,249,38,36,323,1,324,--,400,73,249,323,324,Algún campo sin dato,1,a2bd35cd65c4fa7c7ec7e681ee52a189bdd5980fb69ca7ac0af4c53df73303bf,26/06/2023 03:06:56,ESCANER
9557,"Sololá",7,"San Lucas Tolimán",13,1189,400,7,11,16,12,20,0,11,33,0,9,1,27,14,2,2,0,4,15,0,54,6,3,247,29,42,318,0,318,--,400,82,247,318,318,Algún campo sin dato,1,6ed4c913b004ad8ea540bb57eea6589b1a62b248ea6214459e6a7367d23e40ac,26/06/2023 03:02:57,ESCANER
9558,"Sololá",7,"San Lucas Tolimán",13,1189,400,5,10,11,13,31,0,16,38,0,1,2,12,20,2,2,0,2,9,5,48,6,0,233,53,34,330,0,330,--,--,--,233,320,320,Sumas Asentadas sin cuadrar,1,67470aa53f97407cab81676defbd3388ceaa0dc0d009398bd9b9ce62f1176ff3,26/06/2023 02:34:49,ESCANER
9559,"Sololá",7,"San Lucas Tolimán",13,1189,400,6,10,13,13,23,0,13,39,0,2,4,32,19,2,4,0,1,11,2,45,9,1,249,25,50,324,0,324,--,400,76,249,324,324,Algún campo sin dato,1,5c05e55bb107fb1dff2b1b89cc3c432194ded08b4a2b52f79a5a6c0edae49eb8,26/06/2023 02:52:54,ESCANER
9560,"Sololá",7,"San Lucas Tolimán",13,1189,400,5,14,17,12,38,0,5,30,0,4,0,43,15,3,2,2,2,8,0,47,10,1,258,32,39,329,0,329,--,400,71,258,329,329,Algún campo sin dato,1,8f3d14c4487c21b0676abab6eff58bf9f1881d7531f39f6811d2a4348c1afaf4,26/06/2023 01:25:59,ESCANER
9561,"Sololá",7,"San Lucas Tolimán",13,1189,400,6,5,13,19,28,0,9,35,0,2,0,25,10,2,5,0,6,13,4,45,11,3,241,32,48,321,79,400,--,400,79,241,321,400,Algún campo sin dato,1,152866c959d1726ee90b610cf56bc472c79366e4f4353a11d03584d56469b151,26/06/2023 02:04:53,ESCANER
9562,"Sololá",7,"San Lucas Tolimán",13,1189,400,4,12,16,13,26,1,10,32,0,6,1,32,23,1,0,0,5,8,2,56,4,4,256,30,42,328,0,328,--,400,72,256,328,328,Algún campo sin dato,1,446ed458d392e16133d97e860eb092976b39f4e470d35d8c065ec1b3a37cfaf4,26/06/2023 00:33:09,ESCANER
9563,"Sololá",7,"San Lucas Tolimán",13,1190,400,6,15,15,18,13,1,21,36,0,7,3,21,15,1,3,0,2,14,3,48,8,1,251,33,47,331,0,331,--,400,69,251,331,331,Algún campo sin dato,1,98775529e2c0464dceece5fdc5eff919784237dc22764855c799e2fee0313000,26/06/2023 01:44:02,ESCANER
9564,"Sololá",7,"San Lucas Tolimán",13,1190,400,8,19,14,14,25,0,14,32,0,1,2,45,15,4,4,1,5,4,6,52,8,1,274,37,37,348,0,348,--,400,52,274,348,348,Algún campo sin dato,1,5c49d4cb00ddaa560713bc36ac16b7763d75a13001e64a79151228216dff38a5,26/06/2023 03:24:13,ESCANER
9565,"Sololá",7,"San Lucas Tolimán",13,1190,400,9,17,15,10,22,2,20,32,1,1,1,20,30,2,1,0,2,10,3,38,9,3,248,41,44,333,0,333,--,400,67,248,333,333,Algún campo sin dato,1,3000b54240dd881b1a1da8ffab414188538ded5cc12a9dbfc5e20e6c5f87e81f,26/06/2023 00:47:30,ESCANER
9566,"Sololá",7,"San Lucas Tolimán",13,1190,400,4,11,10,11,27,0,11,40,0,4,3,32,14,3,3,0,4,12,2,51,10,0,252,42,21,315,0,315,--,400,85,252,315,315,Algún campo sin dato,1,42fb345097d76b45cbef85cb7e8b50da4fb0a729e72be06ec9b38e17687faecd,26/06/2023 00:36:45,ESCANER
9567,"Sololá",7,"San Lucas Tolimán",13,1190,400,10,12,10,16,20,0,13,28,0,4,1,29,17,1,0,0,5,18,3,66,8,1,262,42,13,317,0,317,--,396,79,262,317,317,Algún campo sin dato,1,550f219f9bdfe2a82f319413f63fb837e8ad386e1a6af8a9ffe66cc1acff684b,26/06/2023 01:53:29,ESCANER
9568,"Sololá",7,"San Lucas Tolimán",13,1191,400,3,10,12,14,20,0,20,33,0,3,2,25,22,1,1,0,4,12,4,45,6,2,239,38,35,312,0,312,--,400,88,239,312,312,Algún campo sin dato,1,6b7432c0fbd924913c1a196b3e531e5828004245ccd2a2e4e7afdcb8fdab7891,26/06/2023 03:18:19,ESCANER
9569,"Sololá",7,"San Lucas Tolimán",13,1191,400,4,4,10,11,22,0,16,36,1,5,0,32,23,2,1,0,3,12,3,48,9,0,242,43,21,306,0,306,--,400,94,242,306,306,Algún campo sin dato,1,69514d57155f2384f2bf6aba8ec4f30ee9fb9c2f925bbfd2942f2d12d964fba4,26/06/2023 02:08:55,ESCANER
9570,"Sololá",7,"San Lucas Tolimán",13,1192,400,6,12,19,15,11,0,17,23,0,4,0,43,18,4,3,0,5,13,1,36,10,3,243,41,24,308,0,308,--,403,95,243,308,308,Algún campo sin dato,1,9d0596b59ee51a076035a0b67827c7ed8514dd9c19e7e52003ed15854c9919a8,26/06/2023 02:01:29,ESCANER
9571,"Sololá",7,"San Lucas Tolimán",13,1192,400,9,6,20,15,19,0,17,25,0,9,2,51,13,1,1,0,5,14,5,54,7,1,274,30,22,326,--,--,--,396,70,274,326,326,Algún campo sin dato,1,d7c8d0e8be81ea628c892bfb6fdb3287bce4e20d9a7044a35d163c782f0bce92,26/06/2023 01:08:20,ESCANER
9572,"Sololá",7,"San Lucas Tolimán",13,1192,400,6,14,17,16,18,0,13,22,0,5,2,35,18,0,1,1,3,14,2,45,9,0,241,34,44,319,0,319,--,400,81,241,319,319,Algún campo sin dato,1,70fdfb3d841c7c93b7cc9bc33248d6e2128d2ff6d631a2b952da067f0a59b4c8,26/06/2023 02:43:23,ESCANER
9573,"Sololá",7,"San Lucas Tolimán",13,1192,400,7,12,18,18,14,0,13,35,1,7,1,34,19,1,1,2,5,12,4,45,3,3,255,37,29,321,0,321,--,399,78,255,321,321,Algún campo sin dato,1,2e655033c35da143b909cd2100a45e67742ab43c1838352e1e19341fa6d3d4ad,26/06/2023 01:12:02,ESCANER
